,review_id,text,breakfast/brunch,atmosphere,mexican food,fast food,waiting time,service quality,Japanese food/seafood,pizza/wings,healthy,flavor,bar/alcohol,price,location
53888,cB8x9UDWJIySMNQpluSQmQ,"Yum yum yum! Finally a great taqueria in the neighborhood. Second time there and not disappointed at all. Sweet plantains rock, fish tacos to die for and they have vegetarian choices like Brussels sprout or cauliflower tacos. They even have grasshopper tacos (they were sold out!). Can't wait to go back to taste these little suckers!",0,0,1,0,0,0,0,0,0,1,0,0,0
548247,YivK1bJf8l_OI5GLgP92Rw,I am so excited to have tested this place out! They have excellent food and cool beverages. The prices are affordable. The staff is friendly and good at serving customers. I look forward to my next visit.,0,0,0,0,0,1,0,0,0,1,0,1,0
39565,WPVtAPCz_HQpBHfBAdqNiQ,Had lunch recommended by a colleague. What a perfect place. It says it's a martini bar at night with the perfect location for a restaurant in the strip mall. But let me tell you lunches were great. I had the mushroom soup today. It was awesome. It's not  typical for Tuesdays but apparently we got lucky. The chicken salad was great I asked them to make it into a sandwich and couldn't be happier. Be back.,0,0,0,0,0,0,0,0,0,1,1,0,1
113781,QQs2zF5Vh4j8Glb5qAvGRA,"Ok just for starter this place are good in dinner time, specially outside patio seating, I suggest to bring a partner with you. Anyways, we ordered calamari for starter, which is my favorite and a seafood linguini for my date and for me , steak with shrimp w/ 4 pcs. Shrimp on it.! That's so funny, cause I have to pay extra on the shrimps for $5.00 extra. Well that's fine, as long I enjoyed my steak, I'm good. But, I will recommend this place to anyone. But take notes; u have to make a reservation first before going in there. I don't think they take walk-in after 6:00pm",0,1,0,0,0,0,1,0,0,1,0,-1,0
214847,qAe2SqcXMYtDfddnZhI-pA,"The breakfast bar was never stocked. We were here for 45 minutes and some things were never there. The grits ran out within 10 minutes, so while they were the best part of the meal they were never there. The pastries also ran out before 15 minutes. It got to a point where there was nothing but cold meats and eggs. All of the food was okay but none of it was particularly good. My husband ordered crabcake Benedict and every single bite had shell in it. Again, it was good but not awesome. We made a reservation on open table and they canceled it so we couldn't leave a review on that platform. The servers seemed confused the entire time and never were they particularly polite. I paid $50 for a meal that I honestly regret eating. This is by far my least favorite restaurant in New Orleans and we canceled our other Dickie Brennan's restaurant reservations as a result.",0,-1,0,0,0,-1,0,0,0,-1,0,-1,0
189458,CZhucPUwnTFG172u5ymruQ,"Visited on a rainy Saturday night for dinner. The restaurant was poorly lit outside & difficult to locate. As a starter I had the veggie platter, it was a mix of fried Indian treats, my favorite item was the samosa. I had the Goat Chettinadu dinner spicy - the goat was tender and peppery. Overall, good experience.
 The restaurant appeared to be family owned & service was excellent.",0,0,0,0,0,1,0,0,0,1,0,0,0
134559,NnfNhogKCnDaP1U0zMApbQ,"The place is pretty and the service is quick. Good drink and beer selection. Great views. The food, though...I think it arrived quickly because it was premade. The bun for my pulled pork was cold and the meat warm. And bland. The chips were better, but still didn't seem fresh made. My friends pizza looked good and they said the fries were the best thing.",0,1,0,1,1,1,0,1,0,-1,0,0,0
309003,ADUXRzyAssb59K63CoPjNw,When in Nashville how do you NOT get hot chicken??? We stopped at the new Assembly Hall. (which is a wonderful spot off Broadway) and tried Prince's. The chicken tenders were juicy and full of flavor. Seriously it is like magic dust that they put on that chicken.  Do they sell it somewhere because I mean everyone would buy it!!! The mild was still a bit spicy but no worries there are a variety of flavors to choose from. The only reason for 4 stars instead of 5 is for the Hunts ketchup and pickles (I know....but I'm a pickle hater). This Pittsburgh girl cannot eat other ketchup either.....Heinz all the way!,0,0,0,0,0,0,0,0,0,1,0,0,0
544217,geiYuE1vPC0vZJ1qUyNjdg,Don't let this place fool you from the outside. We went here for drinks n finger food to watch some of the games. Vikki the barmaid was awesome!! Friendly and made a mean Miami vice!! I decided to try the Alaskan crab legs - large serving and they were sweet and cooked perfectly!!! The garlic bread side was pretty tasty too. Would definitely go back again.,0,0,0,0,0,1,0,0,0,1,1,0,-1
145665,pzPbmh0O8NR6h_Qg_ZVmnw,"The vibes here are actually unmatched. I would say 5 stars for the ambiance including all the lovely and personality-filled waiters and 4 stars for the food. We walked up on a random weekday night and was surprised that there were this many people at the restaurant but were still able to be seated. Shout out to the waiter who when asked how his day was, he went ""this is the best day of my life"". We got a good laugh out of that. Truly the best response we could have asked for.
 

 Ordered the Linguine Mare Monti and it was actually delicious. I was expecting this place to be slightly better than Olive Garden but I would say that the food is even better than most of the places on the Hill which is notorious for its Italian food. The give you quite a bit of seafood which is very nice and the pasta was cooked to perfection. Soak up the leftover sauce with the complimentary bread and you got yourself a perfect meal.
 

 Overall, extremely happy about Cafe Napoli and honestly can't wait to come back. Props to whoever hired all these great people. Also, don't need to worry about leaving immediately, it's a very relaxed environment and you can just sit there and enjoy each other's company instead of worrying about when you will be asked to leave.",0,1,0,0,0,1,0,0,0,1,0,0,0
621822,BRZJfsNeL2NpeWS_x5xvDA,"Cheddar Biscuit!?!?!?!?!? comes with amazing roasted potatoes. SO delicious... perfect biscuit, perfect melty cheese and generous amount of ham. Also, I was a little uncertain about the tomato jam, but HELLLOOOOO... more perfection. If I had added an egg... it might have been overkill. As it is the staff couldn't have been friendlier or nicer, and the flavor of this thing is INCREDIBLE! The real danger is... how close it is to my job.",0,0,0,0,0,1,0,0,0,1,0,0,1
407410,okTF10TtxP3h1n-uy669Jg,"Great bar food. I had the fish and chips and my friend had shrimp tacos. Both were tasty and generous portions. Really liked the coleslaw. Unique!
 

 Great vibe. John the bartender provided great service. 
 

 We came by jetski and will be back on our boat. Nice spot!!",0,1,1,1,0,0,0,0,0,1,1,0,1
228492,mqSo1BAaFHxRT9VIgbPulw,"Love this place! Easy to get to. Laid back. Plenty of spaces to hang out. Great place to bring kids, dogs and friends. Wonderful for families.
 

 Food is good. I recommend the bang bang cauliflower. Lots of beer and wine. What's unique is the kombucha and spiked kombucha drinks and mocktails . Great for folks who aren't drinking.
 

 Great entertainment: wonderful bands, games and axe throwing is attached.
 

 Wonderful place to hang out in a small town.",0,1,0,0,0,0,0,0,0,1,1,0,1
193422,GakuMX1WnTU7s3vjhMIFmw,"Food 4 / Ambience 5 / service 5. Hello friends today we are reviewing Datz a American diner with a mixed cultural menu. The shrimp n grits were my personal favorite. The grits were soft and creamy with a slight cheese flavor , the shrimp were decent quality nothing special I figured they'd have more flavor but the grits definitely carried them 8/10 . The 
  Truffle fries were perfectly cooked with Parmesan shavings paired with a nice herb aioli, my only issue was the lack of truffle flavor 6.5/10. The darth burger was decent I should've opted out of the blue cheese because I lost my love for that years ago lol 6.5/10 last but not least the Buffalo cauliflower , I always get this but this one like many others tasted the same. The Buffalo sauce had a lot of vinegar and the cauliflower was not as crispy as I anticipated 6/10. Service was phenomenal, my waiter Brooke was very attentive and checked frequently she was just exceptional all across the board . Thank you datz maybe next time I won't order so much so I have room for dessert :)",0,1,0,1,0,1,1,0,0,1,0,0,0
